p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
16305|honeydew maroon moccasin snow chocolate|Manufacturer#5|Brand#53|LARGE POLISHED NICKEL|43|JUMBO CASE|1221.30|ly dogged notorni
16306|deep peach spring steel slate|Manufacturer#1|Brand#13|PROMO POLISHED BRASS|49|WRAP BOX|1222.30|about the s
16307|aquamarine almond misty ghost sky|Manufacturer#5|Brand#51|STANDARD ANODIZED STEEL|24|MED BOX|1223.30|ges integrate furious
16308|slate medium blanched violet steel|Manufacturer#5|Brand#52|MEDIUM BRUSHED COPPER|2|MED PACK|1224.30|r platelets c
16309|yellow floral grey ghost deep|Manufacturer#5|Brand#51|MEDIUM POLISHED COPPER|22|SM BOX|1225.30|uests 
16310|burnished lime deep rosy pink|Manufacturer#2|Brand#21|STANDARD POLISHED BRASS|9|MED BAG|1226.31|ular, regular fr
16311|red powder lawn slate burnished|Manufacturer#4|Brand#45|MEDIUM BURNISHED BRASS|23|JUMBO DRUM|1227.31|ly busy foxes e
16312|spring azure turquoise peru grey|Manufacturer#3|Brand#33|MEDIUM BRUSHED TIN|21|LG JAR|1228.31|riously
16313|burlywood spring deep papaya smoke|Manufacturer#2|Brand#24|ECONOMY BURNISHED NICKEL|19|LG BAG|1229.31|hely regular account
16314|chartreuse yellow dark white spring|Manufacturer#3|Brand#31|SMALL BRUSHED NICKEL|27|SM BOX|1230.31|y even ideas. platelet
16315|plum olive misty wheat lace|Manufacturer#3|Brand#34|LARGE ANODIZED NICKEL|15|LG CAN|1231.31|ickly bold depende
16316|yellow khaki maroon bisque metallic|Manufacturer#2|Brand#21|SMALL BRUSHED BRASS|31|MED BAG|1232.31|t silently regular, i
16317|powder peru chartreuse ghost lavender|Manufacturer#4|Brand#44|SMALL POLISHED TIN|30|MED JAR|1233.31|egular foxes against t
16318|sky burnished midnight sandy rosy|Manufacturer#5|Brand#54|SMALL PLATED TIN|36|SM BOX|1234.31|s impress abov
16319|steel dim saddle grey coral|Manufacturer#2|Brand#24|STANDARD POLISHED NICKEL|40|JUMBO CASE|1235.31|as sleep fi
16320|saddle chartreuse rose plum cornsilk|Manufacturer#1|Brand#13|MEDIUM BURNISHED NICKEL|12|JUMBO DRUM|1236.32|ke blithely 
16321|green hot rosy aquamarine azure|Manufacturer#2|Brand#25|STANDARD POLISHED COPPER|11|SM JAR|1237.32|t requests are; s
16322|snow steel chartreuse ivory honeydew|Manufacturer#5|Brand#53|ECONOMY PLATED COPPER|26|MED CAN|1238.32|hins nag 
16323|cornflower burnished chocolate antique snow|Manufacturer#1|Brand#15|PROMO POLISHED COPPER|46|MED CASE|1239.32|furiously after the
16324|lavender violet floral brown deep|Manufacturer#5|Brand#51|STANDARD PLATED TIN|12|LG CASE|1240.32|y special fox
16325|khaki lavender maroon saddle cornflower|Manufacturer#2|Brand#21|ECONOMY BRUSHED BRASS|25|WRAP PKG|1241.32|y bold platelets.
16326|slate bisque rosy smoke white|Manufacturer#3|Brand#32|LARGE ANODIZED BRASS|1|SM PACK|1242.32|e the
16327|burnished cyan plum midnight light|Manufacturer#1|Brand#14|LARGE BRUSHED BRASS|15|LG BAG|1243.32|eep slyly pend
16328|burlywood tomato maroon royal chartreuse|Manufacturer#2|Brand#24|ECONOMY POLISHED COPPER|45|MED JAR|1244.32|sh blithely a
16329|aquamarine mint dark magenta white|Manufacturer#4|Brand#44|LARGE POLISHED STEEL|49|MED PKG|1245.32|r special depo
16330|maroon peru seashell light floral|Manufacturer#1|Brand#11|PROMO BURNISHED NICKEL|16|MED PACK|1246.33|e carefully silent ide
16331|frosted smoke burlywood metallic cornsilk|Manufacturer#5|Brand#54|SMALL BRUSHED TIN|12|MED CAN|1247.33|s eat. carefully ir
16332|almond spring slate moccasin sandy|Manufacturer#3|Brand#32|SMALL PLATED STEEL|11|MED PACK|1248.33|g requests. caref
16333|frosted dim spring lavender ivory|Manufacturer#2|Brand#22|SMALL BRUSHED NICKEL|45|MED PACK|1249.33|le, expr
16334|burlywood lace rosy honeydew saddle|Manufacturer#4|Brand#45|STANDARD POLISHED NICKEL|38|SM BOX|1250.33|jole. boldly regular
16335|midnight peru thistle orchid chiffon|Manufacturer#4|Brand#42|STANDARD ANODIZED STEEL|11|LG CAN|1251.33|o the slowl
16336|thistle linen aquamarine cornsilk cyan|Manufacturer#5|Brand#54|ECONOMY PLATED STEEL|8|JUMBO PKG|1252.33|ts. quic
16337|tomato thistle chartreuse khaki violet|Manufacturer#2|Brand#25|MEDIUM ANODIZED TIN|7|SM JAR|1253.33|y express pinto bean
16338|beige cream light chocolate honeydew|Manufacturer#5|Brand#54|SMALL PLATED NICKEL|50|WRAP PACK|1254.33|fully express a
16339|cornflower seashell thistle cornsilk dodger|Manufacturer#4|Brand#42|PROMO BRUSHED NICKEL|22|JUMBO CAN|1255.33| haggle 
16340|royal ivory cyan salmon chartreuse|Manufacturer#4|Brand#42|SMALL BURNISHED NICKEL|40|WRAP PACK|1256.34| final instructions
16341|almond tomato chocolate black goldenrod|Manufacturer#4|Brand#41|SMALL BURNISHED NICKEL|3|JUMBO PKG|1257.34| blit
16342|purple yellow green lawn wheat|Manufacturer#1|Brand#13|LARGE ANODIZED TIN|47|LG BOX|1258.34|ding accounts; special
16343|ghost sienna metallic orange black|Manufacturer#3|Brand#33|PROMO PLATED TIN|46|SM JAR|1259.34|ins. 
16344|plum peru aquamarine dim lavender|Manufacturer#5|Brand#53|PROMO BURNISHED NICKEL|38|LG JAR|1260.34|heodolites wa
16345|chocolate midnight spring moccasin cornsilk|Manufacturer#4|Brand#41|SMALL BRUSHED BRASS|10|WRAP CASE|1261.34|sely express dep
16346|royal purple lavender mint chiffon|Manufacturer#3|Brand#32|LARGE BURNISHED NICKEL|30|LG CASE|1262.34| ideas around the car
16347|smoke lime khaki dodger spring|Manufacturer#4|Brand#44|ECONOMY BURNISHED BRASS|29|SM JAR|1263.34|unts wake final, p
16348|green sky rose royal indian|Manufacturer#5|Brand#54|ECONOMY BURNISHED COPPER|47|SM JAR|1264.34|e slyly sly
16349|light bisque chartreuse magenta antique|Manufacturer#4|Brand#45|SMALL ANODIZED STEEL|27|WRAP DRUM|1265.34|iously re
16350|snow thistle magenta olive violet|Manufacturer#4|Brand#41|MEDIUM BURNISHED STEEL|12|LG CAN|1266.35|ular gifts.
16351|chiffon saddle light drab yellow|Manufacturer#4|Brand#45|LARGE PLATED BRASS|37|WRAP BAG|1267.35|slyly furi
16352|cornflower white blush misty deep|Manufacturer#1|Brand#11|SMALL PLATED BRASS|48|SM PACK|1268.35|across the b
16353|olive steel goldenrod burlywood puff|Manufacturer#3|Brand#34|PROMO ANODIZED TIN|35|SM JAR|1269.35|nding 
16354|cornsilk purple tan blanched honeydew|Manufacturer#5|Brand#51|STANDARD ANODIZED NICKEL|42|LG CASE|1270.35| cajole above 
16355|rose peach gainsboro tomato spring|Manufacturer#3|Brand#33|ECONOMY BRUSHED NICKEL|22|LG CASE|1271.35|luffily ironic depo
16356|orange black dim blush lace|Manufacturer#3|Brand#32|ECONOMY PLATED NICKEL|28|MED DRUM|1272.35| carefull
16357|midnight turquoise violet peach wheat|Manufacturer#1|Brand#12|MEDIUM POLISHED STEEL|34|JUMBO JAR|1273.35|cross the express f
16358|navy purple chartreuse plum aquamarine|Manufacturer#2|Brand#24|SMALL PLATED NICKEL|14|SM CASE|1274.35| carefull
16359|beige black rosy firebrick thistle|Manufacturer#2|Brand#25|SMALL PLATED COPPER|44|LG BAG|1275.35|fully ironic 
16360|tan aquamarine lemon steel thistle|Manufacturer#3|Brand#32|PROMO BURNISHED COPPER|8|JUMBO CASE|1276.36|ly final accou
16361|rose thistle sky dodger sandy|Manufacturer#4|Brand#44|SMALL ANODIZED TIN|46|SM CASE|1277.36|ix even, regular 
16362|magenta frosted lemon white coral|Manufacturer#4|Brand#44|STANDARD PLATED BRASS|14|MED JAR|1278.36|uses breach acr
16363|burlywood orchid drab coral bisque|Manufacturer#2|Brand#24|SMALL BRUSHED STEEL|15|JUMBO JAR|1279.36|ptotes. pendin
16364|blue black thistle olive rose|Manufacturer#4|Brand#43|ECONOMY BURNISHED COPPER|31|JUMBO JAR|1280.36|ts impress quickly abo
16365|almond dim orchid seashell metallic|Manufacturer#1|Brand#13|MEDIUM PLATED COPPER|35|WRAP CASE|1281.36|usly regular ac
16366|sandy midnight tan light plum|Manufacturer#4|Brand#42|PROMO ANODIZED TIN|33|SM PACK|1282.36|uctions. final
16367|violet floral orange wheat saddle|Manufacturer#5|Brand#54|LARGE ANODIZED COPPER|16|WRAP CAN|1283.36|se ruth
16368|forest rose slate seashell indian|Manufacturer#4|Brand#45|SMALL ANODIZED TIN|45|LG BAG|1284.36|usly unusual, spec
16369|orchid thistle mint green cornsilk|Manufacturer#3|Brand#32|SMALL ANODIZED BRASS|6|MED PACK|1285.36| fluffi
16370|sandy smoke violet tan hot|Manufacturer#2|Brand#24|ECONOMY POLISHED COPPER|27|WRAP JAR|1286.37|zle blithely. furi
16371|navajo spring blush almond tan|Manufacturer#2|Brand#22|LARGE BURNISHED COPPER|38|MED BAG|1287.37|leep furiously. r
16372|indian dark aquamarine purple cream|Manufacturer#3|Brand#35|MEDIUM BURNISHED NICKEL|45|JUMBO BOX|1288.37|posits a
16373|goldenrod ivory firebrick pink orchid|Manufacturer#3|Brand#31|ECONOMY ANODIZED COPPER|4|MED CAN|1289.37|urts. f
16374|spring tomato moccasin aquamarine blush|Manufacturer#2|Brand#25|SMALL BURNISHED STEEL|3|LG BOX|1290.37| patterns. even ide
16375|cyan indian sandy smoke black|Manufacturer#5|Brand#54|SMALL PLATED STEEL|1|JUMBO PKG|1291.37| pending asymptotes s
16376|magenta honeydew floral dark mint|Manufacturer#5|Brand#52|LARGE PLATED STEEL|5|SM BAG|1292.37| packages boost aft
16377|forest moccasin ghost blanched olive|Manufacturer#5|Brand#55|PROMO BRUSHED STEEL|37|WRAP CASE|1293.37|nic asymptote
16378|pink slate orange floral azure|Manufacturer#3|Brand#33|SMALL BURNISHED STEEL|6|LG PACK|1294.37|ctions? fi
16379|pink azure moccasin linen lemon|Manufacturer#4|Brand#43|STANDARD PLATED COPPER|26|SM PACK|1295.37|ironic accounts. caref
16380|gainsboro salmon cornflower powder olive|Manufacturer#5|Brand#55|MEDIUM PLATED COPPER|15|LG JAR|1296.38|usly slyly pend
16381|snow cornflower moccasin azure saddle|Manufacturer#5|Brand#54|ECONOMY BURNISHED BRASS|16|JUMBO PACK|1297.38|eposits wake car
16382|orchid ivory maroon light firebrick|Manufacturer#4|Brand#45|MEDIUM ANODIZED COPPER|26|LG BAG|1298.38| ironic 
16383|lime burnished royal dodger almond|Manufacturer#3|Brand#35|LARGE PLATED COPPER|38|LG CAN|1299.38|e blithely sile
16384|lawn steel snow peru magenta|Manufacturer#5|Brand#53|ECONOMY ANODIZED NICKEL|19|SM PACK|1300.38| bold, ironic instruct
16385|almond medium tan white smoke|Manufacturer#2|Brand#25|PROMO BRUSHED COPPER|39|WRAP BOX|1301.38|the regul
16386|coral blush pale royal salmon|Manufacturer#4|Brand#45|PROMO POLISHED TIN|45|WRAP PACK|1302.38|carefully around 
16387|lace burlywood snow pale salmon|Manufacturer#2|Brand#22|ECONOMY PLATED COPPER|29|SM BOX|1303.38|ckages. caref
16388|peru spring medium chartreuse tan|Manufacturer#3|Brand#31|MEDIUM POLISHED BRASS|24|LG BOX|1304.38|g packages-
16389|orange indian navy cream misty|Manufacturer#1|Brand#15|MEDIUM PLATED TIN|34|SM BAG|1305.38|ly expr
16390|cyan pink midnight pale plum|Manufacturer#2|Brand#22|PROMO BRUSHED NICKEL|32|LG CAN|1306.39| ironic a
16391|grey chiffon snow peru smoke|Manufacturer#5|Brand#53|STANDARD BURNISHED STEEL|26|LG CASE|1307.39|sits. blithe
16392|cornsilk turquoise navajo steel powder|Manufacturer#5|Brand#53|PROMO ANODIZED BRASS|5|WRAP BAG|1308.39|le blithely even
16393|chartreuse lemon chocolate medium powder|Manufacturer#1|Brand#15|LARGE ANODIZED COPPER|29|LG BOX|1309.39|s. acc
16394|thistle chartreuse honeydew tan lime|Manufacturer#4|Brand#44|MEDIUM POLISHED STEEL|49|LG BAG|1310.39|jole carefu
16395|drab bisque khaki dim magenta|Manufacturer#1|Brand#14|MEDIUM BURNISHED NICKEL|50|JUMBO DRUM|1311.39|ajole blithely bl
16396|thistle moccasin tomato linen green|Manufacturer#2|Brand#24|PROMO BRUSHED STEEL|4|MED DRUM|1312.39|gular pin
16397|goldenrod linen powder lace bisque|Manufacturer#1|Brand#12|STANDARD POLISHED NICKEL|38|WRAP PKG|1313.39|lithely across the fi
16398|lace honeydew linen dark black|Manufacturer#2|Brand#25|STANDARD ANODIZED NICKEL|43|SM CASE|1314.39|ironi
16399|red sky blue maroon slate|Manufacturer#2|Brand#23|PROMO BURNISHED STEEL|26|MED DRUM|1315.39|. carefully bold wa
16400|white slate blanched tan sandy|Manufacturer#4|Brand#41|ECONOMY BRUSHED TIN|39|SM DRUM|1316.40|ong th
16401|violet magenta rose honeydew almond|Manufacturer#5|Brand#55|PROMO ANODIZED COPPER|47|WRAP PKG|1317.40| about th
16402|plum smoke rose beige midnight|Manufacturer#2|Brand#22|ECONOMY ANODIZED NICKEL|44|LG PKG|1318.40|ular ideas eng
16403|rosy orange black blanched aquamarine|Manufacturer#2|Brand#25|ECONOMY PLATED TIN|40|LG BOX|1319.40|totes. express, 
16404|spring olive dodger forest misty|Manufacturer#4|Brand#45|ECONOMY BRUSHED STEEL|12|MED PACK|1320.40|sts nag fluffily 
16405|aquamarine pink red navajo tomato|Manufacturer#3|Brand#33|PROMO ANODIZED NICKEL|6|LG CAN|1321.40| furiously before
16406|lace peach antique metallic cornflower|Manufacturer#2|Brand#24|SMALL PLATED BRASS|4|JUMBO DRUM|1322.40|sly bold b
16407|hot green forest puff sky|Manufacturer#2|Brand#23|SMALL BRUSHED TIN|22|MED PKG|1323.40| regular theod
16408|navajo blue bisque goldenrod coral|Manufacturer#3|Brand#35|ECONOMY BRUSHED STEEL|45|JUMBO CASE|1324.40|nts. entic
16409|cornflower deep navajo burlywood maroon|Manufacturer#2|Brand#22|STANDARD PLATED TIN|50|MED JAR|1325.40|he slyly even theo
16410|royal spring cyan frosted indian|Manufacturer#5|Brand#52|LARGE ANODIZED TIN|2|JUMBO CASE|1326.41| slyly fin
16411|spring bisque puff sky forest|Manufacturer#1|Brand#14|LARGE BURNISHED BRASS|11|WRAP JAR|1327.41| alongsi
16412|pink sandy frosted yellow cream|Manufacturer#5|Brand#53|STANDARD ANODIZED NICKEL|45|WRAP PACK|1328.41|c requests about
16413|lime wheat orange steel ghost|Manufacturer#2|Brand#22|MEDIUM POLISHED BRASS|2|WRAP PKG|1329.41|ular accounts-
16414|dim peach rosy bisque sky|Manufacturer#2|Brand#23|SMALL POLISHED STEEL|29|JUMBO DRUM|1330.41|tructions. slyly r
16415|royal purple salmon white azure|Manufacturer#2|Brand#24|PROMO BURNISHED COPPER|4|JUMBO BAG|1331.41|ccounts. care
16416|seashell saddle snow cream navajo|Manufacturer#4|Brand#42|LARGE BRUSHED COPPER|12|WRAP PACK|1332.41|kly ironic 
16417|drab lawn sienna violet lemon|Manufacturer#5|Brand#55|LARGE BURNISHED NICKEL|4|WRAP JAR|1333.41|. ironic platelet
16418|tan chocolate brown misty green|Manufacturer#5|Brand#51|MEDIUM BURNISHED BRASS|27|JUMBO CAN|1334.41|the carefully 
16419|navy cream moccasin lace olive|Manufacturer#1|Brand#15|MEDIUM ANODIZED STEEL|15|SM BAG|1335.41|uffily re
16420|drab almond moccasin peru azure|Manufacturer#2|Brand#21|ECONOMY BURNISHED STEEL|16|LG JAR|1336.42|jole slyly af
16421|cornflower burnished maroon olive burlywood|Manufacturer#5|Brand#55|STANDARD BRUSHED BRASS|44|SM BOX|1337.42|wake slyly furiously 
16422|spring cream orchid blue tomato|Manufacturer#3|Brand#35|STANDARD PLATED STEEL|11|LG JAR|1338.42|sly accoun
16423|tomato blanched thistle bisque orange|Manufacturer#1|Brand#15|MEDIUM ANODIZED COPPER|32|WRAP BOX|1339.42|uests haggl
16424|chocolate chiffon bisque forest pink|Manufacturer#4|Brand#42|MEDIUM ANODIZED NICKEL|10|SM JAR|1340.42| carefully even de
16425|dark orange ghost lace cornsilk|Manufacturer#3|Brand#34|PROMO ANODIZED STEEL|34|LG JAR|1341.42|alongside o
16426|royal light deep orchid papaya|Manufacturer#5|Brand#54|SMALL BURNISHED BRASS|5|LG CAN|1342.42|. pinto beans poac
16427|seashell coral lemon purple grey|Manufacturer#4|Brand#45|STANDARD BURNISHED BRASS|35|LG JAR|1343.42|g the f
16428|yellow dim dark orange frosted|Manufacturer#4|Brand#42|STANDARD POLISHED BRASS|6|MED CAN|1344.42|e quickly 
16429|cyan snow sienna antique goldenrod|Manufacturer#2|Brand#21|STANDARD POLISHED COPPER|1|SM CAN|1345.42|tructions sl
16430|peach cyan ivory moccasin dodger|Manufacturer#2|Brand#25|LARGE BRUSHED NICKEL|49|JUMBO DRUM|1346.43|as affix among the
16431|misty spring seashell blush navy|Manufacturer#1|Brand#13|LARGE ANODIZED STEEL|13|MED PKG|1347.43|bold asym
16432|turquoise royal beige salmon coral|Manufacturer#4|Brand#45|ECONOMY BURNISHED BRASS|25|JUMBO JAR|1348.43|posits. quickl
16433|seashell brown lime tomato aquamarine|Manufacturer#2|Brand#22|SMALL ANODIZED TIN|35|WRAP DRUM|1349.43|quickly si
16434|ivory misty sandy bisque floral|Manufacturer#3|Brand#31|MEDIUM ANODIZED STEEL|15|WRAP PKG|1350.43| blithely ironic d
16435|violet spring ivory white sandy|Manufacturer#2|Brand#22|LARGE ANODIZED COPPER|20|WRAP PACK|1351.43|sly. unusual, 
16436|seashell honeydew medium burlywood thistle|Manufacturer#1|Brand#15|MEDIUM PLATED BRASS|18|WRAP PKG|1352.43|ffily silent plat
16437|medium orchid plum wheat azure|Manufacturer#5|Brand#55|MEDIUM ANODIZED BRASS|13|JUMBO JAR|1353.43|ly. furiously 
16438|ghost hot beige deep black|Manufacturer#1|Brand#11|PROMO PLATED COPPER|42|SM JAR|1354.43|impress blithely expre
16439|peru royal ghost wheat green|Manufacturer#3|Brand#34|STANDARD BRUSHED STEEL|3|SM BAG|1355.43|ly. bl
16440|burnished dodger midnight burlywood gainsboro|Manufacturer#3|Brand#33|MEDIUM BRUSHED BRASS|41|LG DRUM|1356.44|al accounts-- ir
16441|indian khaki snow ghost almond|Manufacturer#4|Brand#42|SMALL BURNISHED COPPER|10|SM BOX|1357.44| bold r
16442|maroon magenta ivory violet grey|Manufacturer#5|Brand#52|ECONOMY BRUSHED STEEL|6|LG PACK|1358.44|theodolites
16443|green chartreuse goldenrod tan metallic|Manufacturer#1|Brand#12|STANDARD ANODIZED COPPER|16|SM CAN|1359.44|e carefully. regul
16444|snow grey blush moccasin lime|Manufacturer#1|Brand#12|PROMO BURNISHED TIN|9|JUMBO CASE|1360.44| quickl
16445|pink snow orchid dodger peach|Manufacturer#1|Brand#15|PROMO POLISHED BRASS|43|LG JAR|1361.44|ar excuses are qu
16446|powder seashell medium peru sandy|Manufacturer#5|Brand#55|SMALL BURNISHED TIN|4|MED CAN|1362.44|y silen
16447|bisque red indian midnight peach|Manufacturer#1|Brand#15|PROMO BURNISHED BRASS|29|MED CAN|1363.44|ole furious
16448|lime cornflower orange firebrick black|Manufacturer#5|Brand#54|SMALL BURNISHED BRASS|8|JUMBO PACK|1364.44|ously
16449|midnight sky seashell chiffon olive|Manufacturer#2|Brand#23|SMALL BURNISHED NICKEL|34|WRAP BAG|1365.44| packages 
16450|gainsboro dim navajo purple sky|Manufacturer#2|Brand#25|ECONOMY POLISHED COPPER|16|LG PKG|1366.45|ve account
16451|coral frosted floral chartreuse cream|Manufacturer#1|Brand#13|SMALL PLATED BRASS|47|MED DRUM|1367.45| pending theod
16452|salmon azure brown sandy cyan|Manufacturer#3|Brand#32|SMALL POLISHED TIN|41|JUMBO JAR|1368.45|l, bold packages
16453|dim black light firebrick white|Manufacturer#3|Brand#34|MEDIUM POLISHED NICKEL|6|LG BAG|1369.45|quests! furiou
16454|deep drab grey peru metallic|Manufacturer#5|Brand#55|STANDARD ANODIZED COPPER|1|LG PACK|1370.45|lets. ironic, f
16455|lavender antique goldenrod bisque orange|Manufacturer#5|Brand#54|MEDIUM POLISHED COPPER|33|MED BAG|1371.45|ss ruthlessly along 
16456|rose coral blue orange dark|Manufacturer#3|Brand#31|MEDIUM POLISHED NICKEL|21|WRAP CASE|1372.45| even accounts. qu
16457|spring maroon slate lavender sienna|Manufacturer#4|Brand#42|STANDARD POLISHED NICKEL|22|WRAP PACK|1373.45|sits h
16458|sandy peach floral dim chocolate|Manufacturer#1|Brand#14|ECONOMY PLATED TIN|30|LG PKG|1374.45|bold f
16459|khaki chiffon dark smoke pale|Manufacturer#2|Brand#25|SMALL PLATED BRASS|48|JUMBO PACK|1375.45|lly. blithel
16460|tomato puff powder coral dark|Manufacturer#2|Brand#25|SMALL PLATED TIN|4|LG JAR|1376.46|ironic foxe
16461|floral cornflower sandy beige papaya|Manufacturer#4|Brand#41|LARGE BRUSHED TIN|29|LG JAR|1377.46|ly ironic foxes. quic
16462|salmon lavender puff wheat lemon|Manufacturer#2|Brand#21|STANDARD ANODIZED COPPER|33|MED JAR|1378.46|mes. 
16463|peach rosy burnished lawn magenta|Manufacturer#5|Brand#52|ECONOMY BRUSHED NICKEL|13|LG DRUM|1379.46|tructions haggle si
16464|chocolate white spring peach beige|Manufacturer#2|Brand#22|PROMO BURNISHED BRASS|7|SM JAR|1380.46| blithely 
16465|firebrick rosy ivory dodger sky|Manufacturer#3|Brand#32|SMALL BURNISHED NICKEL|2|SM CAN|1381.46|ajole along the furiou
16466|ivory moccasin plum turquoise light|Manufacturer#4|Brand#41|ECONOMY POLISHED NICKEL|11|SM BOX|1382.46|ependencies a
16467|steel hot moccasin metallic navy|Manufacturer#2|Brand#25|MEDIUM PLATED COPPER|1|WRAP CAN|1383.46| express p
16468|rose metallic smoke honeydew medium|Manufacturer#4|Brand#44|MEDIUM BURNISHED COPPER|29|MED PKG|1384.46|side of the quickly 
16469|powder misty pale maroon wheat|Manufacturer#1|Brand#11|ECONOMY BURNISHED COPPER|8|SM JAR|1385.46|nal requests. qu
16470|medium misty hot cornsilk dark|Manufacturer#4|Brand#44|ECONOMY BURNISHED COPPER|43|JUMBO DRUM|1386.47|ily along the
16471|burnished blue tomato linen papaya|Manufacturer#5|Brand#52|ECONOMY POLISHED NICKEL|36|SM DRUM|1387.47|ar instructi
16472|almond chartreuse purple puff wheat|Manufacturer#1|Brand#15|MEDIUM ANODIZED COPPER|1|WRAP BOX|1388.47| haggl
16473|violet bisque papaya rose red|Manufacturer#4|Brand#44|PROMO PLATED STEEL|31|MED BOX|1389.47| fluffily
16474|gainsboro purple smoke forest powder|Manufacturer#3|Brand#34|PROMO POLISHED NICKEL|36|WRAP DRUM|1390.47|osits across t
16475|olive lime sienna plum magenta|Manufacturer#3|Brand#33|ECONOMY POLISHED NICKEL|11|MED CAN|1391.47|rding to the de
16476|tomato floral puff beige maroon|Manufacturer#2|Brand#22|SMALL POLISHED BRASS|16|SM BAG|1392.47|osits. quickly
16477|antique khaki thistle dark rosy|Manufacturer#3|Brand#33|MEDIUM ANODIZED COPPER|36|LG PKG|1393.47| packages. ruthlessly 
